Label	Subject	Verbs	Object
first lady:orator	First Lady	campaign_for, campaign_against, run_against	Orator
politician:mistress	Politician	cheat_with, seduce_with, flirt_with, take_up_with	Mistress
politician:intern	Politician	cheat_with, seduce_with, flirt_with, take_up_with	Intern
first lady:mistress	First Lady	chastise, fire, denouce	Mistress
first lady:intern	First Lady	chastise, fire, denouce	Intern
father:neighbour	Father	argue_with, interact_with, seek_advice_from, share_stories_with	Neighbour
father:bore	Father	are_bored_by, avoid	Bore
father:religious person	Father	are_bored_by, avoid, are_lectured_by	Religious Person
fool:neighbour	Fool	disrespect, mock, taunt, joke_about, laugh_at	Neighbour
fool:bore	Fool	are_bored_by, avoid, laugh_at	Bore
fool:religious person	Fool	are_bored_by, avoid, are_lectured_by	Religious Person
radio personality:pundit	Radio Personality	interview, speak_to, talk_to, question, chat_with	Pundit
radio personality:radio personality	Radio Personality	speak_to, talk_to, compete_with, compete_against	Radio Personality
radio personality:conservative	Radio Personality	interview, speak_to, talk_to, question, anger	Conservative
radio host:pundit	Radio Host	interview, speak_to, talk_to, question, chat_with	Pundit
radio host:radio personality	Radio Host	speak_to, talk_to	Radio Personality
radio host:conservative	Radio Host	interview, speak_to, talk_to, question, anger	Conservative
publisher:publisher	Publisher	compete_with, compete_against, copy, imitiate	Publisher
publisher:pornographer	Publisher	denounce, condemn, sue, are_shocked_by	Pornographer
publisher:campaigner	Publisher	publish, sign_up	Campaigner
pornographer:publisher	Pornographer	are_denounced_by, are_condemned_by, are_sued_by	Publisher
pornographer:pornographer	Pornographer	compete_with, compete_against, copy, imitiate, pose_for	Pornographer
pornographer:campaigner	Pornographer	are_criticized_by, satirize, write_about	Campaigner
playboy:publisher	Playboy	finance, fund	Publisher
playboy:pornographer	Playboy	pose_for	Pornographer
playboy:campaigner	Playboy	argue_with, satirize, debate_with, are_denounced_by, are_sued_by	Campaigner
actor:comedian	Actor	laugh_at, are_satirized_by, are_mocked_by, condescend_to, perform_with, are_impersonated_by	Comedian
singer:comedian	Singer	sing_with, perform_with	Comedian
spy:smuggler	Spy	tip_off, leak_to, are_bribed_by, are_bought_off_by, collude_with, testify_against, tip_off	Smuggler
adventurer:smuggler	Adventurer	spy_on, hinder, testify_against, cause_trouble_for	Smuggler
hero:smuggler	Hero	spy_on, hinder, testify_against, cause_trouble_for	Smuggler
secret agent:smuggler	Secret Agent	tip_off, leak_to, are_bribed_by, are_bought_off_by, deceive, lie_to	Smuggler
spy:crimeboss	Spy	spy_on, undermine, testify_against, fail_to_deliver_for	Crimeboss
adventurer:crimeboss	Adventurer	spy_on, undermine, testify_against, cause_trouble_for	Crimeboss
hero:mastermind	Hero	die_for, defeat, fight_against, are_attacked_by, are_underestimated_by, stand_up_to	Mastermind
secret agent:crimeboss	Secret Agent	snitch_to, leak_to, spy_on, profit_from, lie_to, deceive	Crimeboss
spy:terrorist	Spy	spy_on, chase_after, capture, track_down, lay_a_trap_for	Terrorist
adventurer:terrorist	Adventurer	are_radlcalized_by, spy_on, cause_trouble_for, kill, fight_against	Terrorist
secret agent:terrorist	Secret Agent	spy_on, chase_after, capture, track_down, lay_a_trap_for	Terrorist
villain:spy	Villain	leak_to, snitch_to, deceive, lie_to, are_betrayed_by, are_stalked_by	Spy
villain:adventurer	Villain	are_defeated_by, underestimate, fight_against	Adventurer
villain:secret agent	Villain	are_deceived_by, underestimate, confide_in, confess_to	Secret Agent
smuggler:spy	Smuggler	leak_to, snitch_to, deceive, lie_to, are_betrayed_by, are_stalked_by	Spy
smuggler:adventurer	Smuggler	lie_to, deceive, elude, are_defeated_by	Adventurer
smuggler:hero	Smuggler	lie_to, deceive, elude, are_defeated_by, take_advantage_of	Hero
smuggler:secret agent	Smuggler	are_deceived_by, underestimate, confide_in, confess_to	Secret Agent
criminal:spy	Criminal	are_deceived_by, underestimate, confide_in, confess_to, leak_to, are_stalked_by	Spy
criminal:adventurer	Criminal	bribe, blackmail, corrupt, pay_off, buy_off	Adventurer
criminal:secret agent	Criminal	leak_to, snitch_to, deceive, lie_to, are_betrayed_by	Secret Agent
crimeboss:spy	Crimeboss	leak_to, snitch_to, deceive, lie_to, are_betrayed_by, are_stalked_by	Spy
crimeboss:adventurer	Crimeboss	bribe, blackmail, corrupt, pay_off, buy_off	Adventurer
crimeboss:secret agent	Crimeboss	are_deceived_by, underestimate, confide_in, confess_to	Secret Agent
mastermind:spy	Mastermind	hire, fail_to_reward, dispatch, deceive, manipulate, deploy, are_stalked_by	Spy
mastermind:adventurer	Mastermind	are_defeated_by, underestimate, fight_against	Adventurer
mastermind:hero	Mastermind	are_defeated_by, underestimate, fight_against	Hero
mastermind:secret agent	Mastermind	are_deceived_by, underestimate, confide_in, confess_to	Secret Agent
terrorist:spy	Terrorist	are_monitored_by, are_observed_by, are_tracked_by, are_stalked_by	Spy
terrorist:adventurer	Terrorist	are_hindered_by, fight_against, are_killed_by	Adventurer
terrorist:secret agent	Terrorist	are_monitored_by, are_observed_by, are_tracked_by	Secret Agent
chef:tv host	Chef	cook_for, are_interviewed_by, answer_questions_from	TV Host
restauranteur:tv host	Restauranteur	cook_for, are_interviewed_by, answer_questions_from, cater_to	TV Host
fool:villain	Fool	fool, trick, are_underestimated_by, mock, taunt	Villain
fool:henchman	Fool	fool, trick, are_underestimated_by, mock, taunt	Henchman
fool:jedi knight	Fool	fool, trick, are_underestimated_by, mock, taunt	Jedi Knight
friend:villain	Friend	are_corrupted_by, are_led_astray_by, are_indoctrinated_by, show_loyalty_to	Villain
friend:henchman	Friend	are_corrupted_by, are_led_astray_by, are_indoctrinated_by, are_beaten_by	Henchman
friend:jedi knight	Friend	are_inspired_by, look_up_to, pray_with, show_loyalty_to	Jedi Knight
writer:pundit	Writer	argue_with, satirize, debate_with, are_denounced_by, are_sued_by	Pundit
writer:tv host	Writer	speak_to, are_interviewed_by, answer_questions_from, criticize	TV Host
writer:interviewer	Writer	speak_to, are_interviewed_by, answer_questions_from, criticize	Interviewer
tv host:pundit	TV Host	interview, speak_to, talk_to, debate_with, argue_with	Pundit
tv host:interviewer	TV Host	speak_to	Interviewer
tv presenter:pundit	TV Presenter	interview, speak_to, talk_to	Pundit
tv presenter:tv host	TV Presenter	speak_to, are_interviewed_by, answer_questions_from, criticize	TV Host
tv presenter:interviewer	TV Presenter	speak_to, are_interviewed_by, answer_questions_from, criticize	Interviewer
pundit:writer	Pundit	read_the_works_of, debate_with, disagree_with	Writer
pundit:tv host	Pundit	speak_to, are_interviewed_by, answer_questions_from, criticize	TV Host
pundit:tv presenter	Pundit	speak_to, are_interviewed_by, answer_questions_from, criticize	TV Presenter
tv host:writer	TV Host	interview, speak_to, talk_to, debate_with, argue_with	Writer
tv host:tv presenter	TV Host	compete_with, compete_against, copy, imitiate	TV Presenter
interviewer:writer	Interviewer	interview, speak_to, talk_to, cross_examine, question	Writer
interviewer:tv host	Interviewer	interview, speak_to, talk_to, cross_examine, question	TV Host
interviewer:tv presenter	Interviewer	interview, speak_to, talk_to, cross_examine, question	TV Presenter
rock singer:actor	Rock Singer	perform_with, sing_with	Actor
musician:rock singer	Musician	perform_with	Rock Singer
musician:singer	Musician	perform_with	Singer
musician:actor	Musician	perform_with	Actor
pianist:rock singer	Pianist	perform_with	Rock Singer
pianist:singer	Pianist	perform_with	Singer
pianist:actor	Pianist	perform_with	Actor
presenter:presenter	Presenter	speak_to, talk_to, compete_with, compete_against	Presenter
presenter:tv host	Presenter	speak_to, talk_to, compete_with, compete_against	TV Host
presenter:interviewer	Presenter	speak_to, talk_to, compete_with, compete_against	Interviewer
tv host:presenter	TV Host	speak_to, talk_to, compete_with, compete_against	Presenter
interviewer:presenter	Interviewer	speak_to, talk_to, compete_with, compete_against	Presenter
interviewer:interviewer	Interviewer	speak_to, talk_to, compete_with, compete_against	Interviewer
politician:conservative	Politician	vote_against, run_against, are_supported_by, are_elected_by, are_funded_by, are_financed_by	Conservative
vice president:conservative	Vice President	vote_against, run_against, are_supported_by, are_elected_by, are_funded_by, are_financed_by, are_pushed_too_far_by	Conservative
vice president:campaigner	Vice President	are_undermined_by, are_criticized_by, are_pushed_too_far_by	Campaigner
bank robber:fbi agent	Bank Robber	are_accused_by, are_charged_by, are_tracked_by, are_chased_by, elude, are_captured_by, are_arrested_by	FBI Agent
bank robber:administrator	Bank Robber	are_charged_by, are_accused_by, are_prosecuted_by	Administrator
bank robber:bureaucrat	Bank Robber	are_charged_by, are_accused_by, are_prosecuted_by	Bureaucrat
bank robber:lawman	Bank Robber	are_accused_by, are_charged_by, are_tracked_by, are_chased_by, elude, are_captured_by, are_arrested_by	Lawman
bank robber:transvestite	Bank Robber	are_accused_by, are_charged_by, are_tracked_by, are_chased_by, elude, are_captured_by	Transvestite
criminal:fbi agent	Criminal	are_investigated_by, are_interrogated_by, are_imprisoned_by, are_incarcerated_by, are_accused_by	FBI Agent
criminal:administrator	Criminal	are_charged_by, are_accused_by, are_prosecuted_by, are_imprisoned_by, are_incarcerated_by	Administrator
criminal:bureaucrat	Criminal	are_charged_by, are_accused_by, are_prosecuted_by	Bureaucrat
criminal:lawman	Criminal	are_accused_by, are_charged_by, are_tracked_by, are_chased_by, elude, are_captured_by, are_arrested_by	Lawman
criminal:transvestite	Criminal	are_fooled_by, are_tricked_by	Transvestite
fugitive:fbi agent	Fugitive	are_accused_by, are_charged_by, are_tracked_by, are_chased_by, elude, are_captured_by, are_arrested_by	FBI Agent
fugitive:administrator	Fugitive	are_charged_by, are_accused_by, are_prosecuted_by	Administrator
fugitive:bureaucrat	Fugitive	are_charged_by, are_accused_by, are_prosecuted_by	Bureaucrat
fugitive:lawman	Fugitive	are_accused_by, are_charged_by, are_tracked_by, are_chased_by, elude, are_captured_by, are_arrested_by	Lawman
fugitive:transvestite	Fugitive	are_fooled_by, are_tricked_by	Transvestite
fbi agent:bank robber	FBI Agent	arrest, chase_after, capture, lay_a_trap_for, 	Bank Robber
fbi agent:criminal	FBI Agent	arrest, cross_examine, accuse, capture, charge, track_down, catch, hunt	Criminal
fbi agent:fugitive	FBI Agent	arrest, cross_examine, accuse, capture, charge, track_down, catch, hunt	Fugitive
administrator:bank robber	Administrator	prosecute, charge, imprison	Bank Robber
administrator:criminal	Administrator	prosecute, charge, imprison	Criminal
administrator:fugitive	Administrator	prosecute, charge, imprison	Fugitive
bureaucrat:bank robber	Bureaucrat	prosecute, charge, imprison	Bank Robber
bureaucrat:criminal	Bureaucrat	prosecute, charge, imprison	Criminal
bureaucrat:fugitive	Bureaucrat	prosecute, charge, imprison	Fugitive
lawman:bank robber	Lawman	prosecute, arrest	Bank Robber
lawman:criminal	Lawman	arrest, cross_examine, accuse, capture, charge, track_down, catch, hunt	Criminal
lawman:fugitive	Lawman	arrest, cross_examine, accuse, capture, charge, track_down, catch, hunt	Fugitive
transvestite:bank robber	Transvestite	fool, trick, are_underestimated_by, mock, taunt	Bank Robber
transvestite:criminal	Transvestite	fool, trick, are_underestimated_by, mock, taunt	Criminal
transvestite:fugitive	Transvestite	accompany, fool, trick, are_underestimated_by, mock, taunt	Fugitive
fbi agent:religious leader	FBI Agent	pray_with, worship_with, lose_faith_in, break_with, arrest	Religious Leader
fbi agent:preacher	FBI Agent	pray_with, worship_with, lose_faith_in, break_with, arrest	Preacher
fbi agent:campaigner	FBI Agent	arrest, are_resisted_by	Campaigner
fbi agent:political advocate	FBI Agent	arrest, are_resisted_by	Political Advocate
administrator:religious leader	Administrator	cause_trouble_for, spread_lies_about, misrepresent	Religious Leader
administrator:preacher	Administrator	cause_trouble_for, spread_lies_about, misrepresent	Preacher
administrator:campaigner	Administrator	cause_trouble_for, spread_lies_about, misrepresent	Campaigner
administrator:political advocate	Administrator	cause_trouble_for, spread_lies_about, misrepresent	Political Advocate
bureaucrat:religious leader	Bureaucrat	cause_trouble_for, spread_lies_about, misrepresent	Religious Leader
bureaucrat:preacher	Bureaucrat	cause_trouble_for, spread_lies_about, misrepresent	Preacher
bureaucrat:campaigner	Bureaucrat	cause_trouble_for, spread_lies_about, misrepresent	Campaigner
bureaucrat:political advocate	Bureaucrat	cause_trouble_for, spread_lies_about, misrepresent	Political Advocate
lawman:religious leader	Lawman	arrest, charge, accuse	Religious Leader
lawman:preacher	Lawman	arrest, charge, accuse	Preacher
lawman:campaigner	Lawman	arrest, charge, accuse	Campaigner
lawman:political advocate	Lawman	arrest, charge, accuse	Political Advocate
transvestite:religious leader	Transvestite	flirt_with, are_spurned_by, are_rebuffed_by, confide_in, are_excommunicated_by	Religious Leader
transvestite:preacher	Transvestite	flirt_with, are_spurned_by, are_rebuffed_by, confide_in	Preacher
transvestite:campaigner	Transvestite	flirt_with, are_spurned_by, are_rebuffed_by, are_criticized_by	Campaigner
transvestite:political advocate	Transvestite	flirt_with, are_spurned_by, are_rebuffed_by, are_criticized_by	Political Advocate
writer:novelist	Writer	compete_with, compete_against, copy, imitiate	Novelist
novelist:novelist	Novelist	compete_with, compete_against, copy, imitiate	Novelist
poet:poet	Poet	compete_with, compete_against, copy, imitiate	Poet
poet:wanderer	Poet	write_about, accompany, popularize	Wanderer
poet:campaigner	Poet	write_about, accompany, popularize	Campaigner
comedian:humorist	Comedian	compete_with, compete_against, copy, imitiate, sue, satirize	Humorist
tv host:humorist	TV Host	interview, speak_to, talk_to	Humorist
